seqnames,start,end,width,strand,element_name,LTR_class,fullName
chr3,21656006,21656367,362,-,ORR1C1,ORR1C,chr3:21656006-21656367:-|ORR1C1|ORR1C
chr19,40264398,40264775,378,-,ORR1C2,ORR1C,chr19:40264398-40264775:-|ORR1C2|ORR1C
chr1,152988481,152988843,363,-,ORR1C1,ORR1C,chr1:152988481-152988843:-|ORR1C1|ORR1C
chr1,177825566,177825964,399,+,ORR1C2,ORR1C,chr1:177825566-177825964:+|ORR1C2|ORR1C
chr2,48324869,48325263,395,-,ORR1C1,ORR1C,chr2:48324869-48325263:-|ORR1C1|ORR1C
chr16,13582783,13583148,366,-,ORR1C1,ORR1C,chr16:13582783-13583148:-|ORR1C1|ORR1C
chr13,35549777,35550145,369,+,ORR1C1,ORR1C,chr13:35549777-35550145:+|ORR1C1|ORR1C
chr3,65416624,65417010,387,-,ORR1C1,ORR1C,chr3:65416624-65417010:-|ORR1C1|ORR1C
chr13,119410949,119411330,382,-,ORR1C1,ORR1C,chr13:119410949-119411330:-|ORR1C1|ORR1C
chr13,14347001,14347364,364,+,ORR1C1,ORR1C,chr13:14347001-14347364:+|ORR1C1|ORR1C
chr7,57937917,57938287,371,-,ORR1C1,ORR1C,chr7:57937917-57938287:-|ORR1C1|ORR1C
chr1,162568639,162569023,385,+,ORR1C1,ORR1C,chr1:162568639-162569023:+|ORR1C1|ORR1C
chr17,43221467,43221862,396,-,ORR1C2,ORR1C,chr17:43221467-43221862:-|ORR1C2|ORR1C
chr12,28273550,28273912,363,-,ORR1C1,ORR1C,chr12:28273550-28273912:-|ORR1C1|ORR1C
chrY,85851234,85851617,384,+,ORR1C2,ORR1C,chrY:85851234-85851617:+|ORR1C2|ORR1C
chr12,97788212,97788577,366,+,ORR1C1,ORR1C,chr12:97788212-97788577:+|ORR1C1|ORR1C
chr16,85557569,85557928,360,+,ORR1C1,ORR1C,chr16:85557569-85557928:+|ORR1C1|ORR1C
chr8,103918159,103918554,396,+,ORR1C2,ORR1C,chr8:103918159-103918554:+|ORR1C2|ORR1C
chrX,83489313,83489688,376,-,ORR1C2,ORR1C,chrX:83489313-83489688:-|ORR1C2|ORR1C
chr2,35370575,35370938,364,-,ORR1C1,ORR1C,chr2:35370575-35370938:-|ORR1C1|ORR1C
chr12,100815638,100816010,373,+,ORR1C1,ORR1C,chr12:100815638-100816010:+|ORR1C1|ORR1C
chr3,128971236,128971613,378,-,ORR1C2,ORR1C,chr3:128971236-128971613:-|ORR1C2|ORR1C
chr19,25490353,25490752,400,-,ORR1C2,ORR1C,chr19:25490353-25490752:-|ORR1C2|ORR1C
chr8,112740976,112741343,368,-,ORR1C2,ORR1C,chr8:112740976-112741343:-|ORR1C2|ORR1C
chrY,36128861,36129244,384,-,ORR1C2,ORR1C,chrY:36128861-36129244:-|ORR1C2|ORR1C
chrX,46367104,46367492,389,-,ORR1C2,ORR1C,chrX:46367104-46367492:-|ORR1C2|ORR1C
chr9,15419966,15420357,392,-,ORR1C1,ORR1C,chr9:15419966-15420357:-|ORR1C1|ORR1C
chr2,51522142,51522505,364,-,ORR1C1,ORR1C,chr2:51522142-51522505:-|ORR1C1|ORR1C
chr18,51481776,51482147,372,-,ORR1C1,ORR1C,chr18:51481776-51482147:-|ORR1C1|ORR1C
chr9,113016641,113017005,365,+,ORR1C1,ORR1C,chr9:113016641-113017005:+|ORR1C1|ORR1C
chr9,76836173,76836564,392,-,ORR1C1,ORR1C,chr9:76836173-76836564:-|ORR1C1|ORR1C
chr3,34944395,34944776,382,-,ORR1C1,ORR1C,chr3:34944395-34944776:-|ORR1C1|ORR1C
chrX,125655164,125655551,388,+,ORR1C2,ORR1C,chrX:125655164-125655551:+|ORR1C2|ORR1C
chr13,6480323,6480716,394,-,ORR1C2,ORR1C,chr13:6480323-6480716:-|ORR1C2|ORR1C
chr12,109775293,109775662,370,+,ORR1C1,ORR1C,chr12:109775293-109775662:+|ORR1C1|ORR1C
chr6,100791133,100791499,367,+,ORR1C1,ORR1C,chr6:100791133-100791499:+|ORR1C1|ORR1C
chr8,86270412,86270776,365,-,ORR1C2,ORR1C,chr8:86270412-86270776:-|ORR1C2|ORR1C
chr8,51182328,51182708,381,-,ORR1C1,ORR1C,chr8:51182328-51182708:-|ORR1C1|ORR1C
chr8,30269246,30269631,386,+,ORR1C2,ORR1C,chr8:30269246-30269631:+|ORR1C2|ORR1C
chr10,120779801,120780171,371,+,ORR1C2,ORR1C,chr10:120779801-120780171:+|ORR1C2|ORR1C
chr12,98596303,98596695,393,-,ORR1C2,ORR1C,chr12:98596303-98596695:-|ORR1C2|ORR1C
chr6,72975985,72976356,372,-,ORR1C2,ORR1C,chr6:72975985-72976356:-|ORR1C2|ORR1C
chr9,90591265,90591640,376,+,ORR1C1,ORR1C,chr9:90591265-90591640:+|ORR1C1|ORR1C
chrY,14774834,14775234,401,+,ORR1C2,ORR1C,chrY:14774834-14775234:+|ORR1C2|ORR1C
chr3,53296104,53296479,376,+,ORR1C1,ORR1C,chr3:53296104-53296479:+|ORR1C1|ORR1C
chr8,103525508,103525895,388,+,ORR1C1,ORR1C,chr8:103525508-103525895:+|ORR1C1|ORR1C
chr4,50125239,50125612,374,+,ORR1C1,ORR1C,chr4:50125239-50125612:+|ORR1C1|ORR1C
chr12,63253159,63253542,384,+,ORR1C2,ORR1C,chr12:63253159-63253542:+|ORR1C2|ORR1C
chr18,68807001,68807382,382,-,ORR1C2,ORR1C,chr18:68807001-68807382:-|ORR1C2|ORR1C
chr1,131214017,131214408,392,+,ORR1C2,ORR1C,chr1:131214017-131214408:+|ORR1C2|ORR1C
chrY,9168722,9169096,375,+,ORR1C2,ORR1C,chrY:9168722-9169096:+|ORR1C2|ORR1C
chr1,193378439,193378804,366,+,ORR1C2,ORR1C,chr1:193378439-193378804:+|ORR1C2|ORR1C
chr7,43534167,43534548,382,+,ORR1C1,ORR1C,chr7:43534167-43534548:+|ORR1C1|ORR1C
chr17,31244414,31244800,387,+,ORR1C1,ORR1C,chr17:31244414-31244800:+|ORR1C1|ORR1C
chr11,28545893,28546280,388,-,ORR1C1,ORR1C,chr11:28545893-28546280:-|ORR1C1|ORR1C
chr5,83041067,83041435,369,+,ORR1C2,ORR1C,chr5:83041067-83041435:+|ORR1C2|ORR1C
chr17,63700371,63700756,386,+,ORR1C1,ORR1C,chr17:63700371-63700756:+|ORR1C1|ORR1C
chrY,15321208,15321588,381,+,ORR1C2,ORR1C,chrY:15321208-15321588:+|ORR1C2|ORR1C
chr10,124729835,124730206,372,-,ORR1C2,ORR1C,chr10:124729835-124730206:-|ORR1C2|ORR1C
chrY,30001586,30001969,384,+,ORR1C2,ORR1C,chrY:30001586-30001969:+|ORR1C2|ORR1C
chr5,6127200,6127587,388,+,ORR1C1,ORR1C,chr5:6127200-6127587:+|ORR1C1|ORR1C
chr1,44634263,44634656,394,+,ORR1C2,ORR1C,chr1:44634263-44634656:+|ORR1C2|ORR1C
chr6,113625488,113625873,386,+,ORR1C1,ORR1C,chr6:113625488-113625873:+|ORR1C1|ORR1C
chr1,178469068,178469466,399,+,ORR1C2,ORR1C,chr1:178469068-178469466:+|ORR1C2|ORR1C
chr6,133730258,133730626,369,-,ORR1C1,ORR1C,chr6:133730258-133730626:-|ORR1C1|ORR1C
chr16,89540651,89541010,360,+,ORR1C1,ORR1C,chr16:89540651-89541010:+|ORR1C1|ORR1C
chr11,42283129,42283514,386,-,ORR1C1,ORR1C,chr11:42283129-42283514:-|ORR1C1|ORR1C
chr12,105254714,105255087,374,+,ORR1C2,ORR1C,chr12:105254714-105255087:+|ORR1C2|ORR1C
chr6,116311249,116311611,363,-,ORR1C1,ORR1C,chr6:116311249-116311611:-|ORR1C1|ORR1C
chr10,125135798,125136157,360,+,ORR1C1,ORR1C,chr10:125135798-125136157:+|ORR1C1|ORR1C
chr3,83641867,83642243,377,+,ORR1C2,ORR1C,chr3:83641867-83642243:+|ORR1C2|ORR1C
chr3,43672516,43672879,364,-,ORR1C1,ORR1C,chr3:43672516-43672879:-|ORR1C1|ORR1C
chr19,37027075,37027444,370,+,ORR1C2,ORR1C,chr19:37027075-37027444:+|ORR1C2|ORR1C
chr10,36458181,36458553,373,-,ORR1C2,ORR1C,chr10:36458181-36458553:-|ORR1C2|ORR1C
chr16,18104246,18104645,400,+,ORR1C2,ORR1C,chr16:18104246-18104645:+|ORR1C2|ORR1C
chr6,95646804,95647165,362,-,ORR1C1,ORR1C,chr6:95646804-95647165:-|ORR1C1|ORR1C
chr3,125440717,125441090,374,-,ORR1C1,ORR1C,chr3:125440717-125441090:-|ORR1C1|ORR1C
chrY,48631813,48632196,384,+,ORR1C2,ORR1C,chrY:48631813-48632196:+|ORR1C2|ORR1C
chr6,70998289,70998661,373,-,ORR1C1,ORR1C,chr6:70998289-70998661:-|ORR1C1|ORR1C
chr1,66869810,66870179,370,-,ORR1C2,ORR1C,chr1:66869810-66870179:-|ORR1C2|ORR1C
chr12,69395162,69395541,380,-,ORR1C1,ORR1C,chr12:69395162-69395541:-|ORR1C1|ORR1C
chr2,128435571,128435944,374,+,ORR1C1,ORR1C,chr2:128435571-128435944:+|ORR1C1|ORR1C
chr8,75818030,75818418,389,-,ORR1C1,ORR1C,chr8:75818030-75818418:-|ORR1C1|ORR1C
chr3,131986756,131987148,393,-,ORR1C1,ORR1C,chr3:131986756-131987148:-|ORR1C1|ORR1C
chr10,95915081,95915451,371,-,ORR1C2,ORR1C,chr10:95915081-95915451:-|ORR1C2|ORR1C
chr10,128972940,128973304,365,+,ORR1C1,ORR1C,chr10:128972940-128973304:+|ORR1C1|ORR1C
chrX,14527543,14527930,388,-,ORR1C2,ORR1C,chrX:14527543-14527930:-|ORR1C2|ORR1C
chr1,101197783,101198164,382,+,ORR1C1,ORR1C,chr1:101197783-101198164:+|ORR1C1|ORR1C
chr4,110892989,110893353,365,+,ORR1C2,ORR1C,chr4:110892989-110893353:+|ORR1C2|ORR1C
chr12,48122770,48123137,368,-,ORR1C2,ORR1C,chr12:48122770-48123137:-|ORR1C2|ORR1C
chr2,150792865,150793239,375,-,ORR1C1,ORR1C,chr2:150792865-150793239:-|ORR1C1|ORR1C
chr18,25317962,25318326,365,+,ORR1C2,ORR1C,chr18:25317962-25318326:+|ORR1C2|ORR1C
chr12,72396121,72396497,377,+,ORR1C2,ORR1C,chr12:72396121-72396497:+|ORR1C2|ORR1C
chrY,8033123,8033506,384,+,ORR1C2,ORR1C,chrY:8033123-8033506:+|ORR1C2|ORR1C
chr12,106574449,106574836,388,-,ORR1C1,ORR1C,chr12:106574449-106574836:-|ORR1C1|ORR1C
chrY,37922614,37922997,384,-,ORR1C2,ORR1C,chrY:37922614-37922997:-|ORR1C2|ORR1C
chr3,88783273,88783654,382,-,ORR1C2,ORR1C,chr3:88783273-88783654:-|ORR1C2|ORR1C
chr3,159726670,159727053,384,+,ORR1C2,ORR1C,chr3:159726670-159727053:+|ORR1C2|ORR1C
chr4,44006957,44007327,371,+,ORR1C2,ORR1C,chr4:44006957-44007327:+|ORR1C2|ORR1C
chrY,86936913,86937312,400,-,ORR1C2,ORR1C,chrY:86936913-86937312:-|ORR1C2|ORR1C
chrX,125967280,125967667,388,+,ORR1C2,ORR1C,chrX:125967280-125967667:+|ORR1C2|ORR1C
chr12,68823952,68824322,371,-,ORR1C2,ORR1C,chr12:68823952-68824322:-|ORR1C2|ORR1C
chr12,88656772,88657141,370,+,ORR1D1,ORR1D,chr12:88656772-88657141:+|ORR1D1|ORR1D
chr10,54207026,54207382,357,-,ORR1D2,ORR1D,chr10:54207026-54207382:-|ORR1D2|ORR1D
chr1,152592045,152592406,362,-,ORR1D2,ORR1D,chr1:152592045-152592406:-|ORR1D2|ORR1D
chr10,63604106,63604464,359,+,ORR1D2,ORR1D,chr10:63604106-63604464:+|ORR1D2|ORR1D
chr5,78324741,78325096,356,-,ORR1D2,ORR1D,chr5:78324741-78325096:-|ORR1D2|ORR1D
chr11,52614193,52614552,360,+,ORR1D2,ORR1D,chr11:52614193-52614552:+|ORR1D2|ORR1D
chr1,45224677,45225042,366,+,ORR1D1,ORR1D,chr1:45224677-45225042:+|ORR1D1|ORR1D
chr17,80464903,80465262,360,+,ORR1D1,ORR1D,chr17:80464903-80465262:+|ORR1D1|ORR1D
chr12,105128413,105128780,368,-,ORR1D2,ORR1D,chr12:105128413-105128780:-|ORR1D2|ORR1D
chr8,122543922,122544292,371,+,ORR1D1,ORR1D,chr8:122543922-122544292:+|ORR1D1|ORR1D
chr14,58750034,58750388,355,-,ORR1D2,ORR1D,chr14:58750034-58750388:-|ORR1D2|ORR1D
chr9,113017040,113017412,373,-,ORR1D1,ORR1D,chr9:113017040-113017412:-|ORR1D1|ORR1D
chr2,64580353,64580742,390,-,ORR1D1,ORR1D,chr2:64580353-64580742:-|ORR1D1|ORR1D
chr7,145124185,145124557,373,-,ORR1D2,ORR1D,chr7:145124185-145124557:-|ORR1D2|ORR1D
chr2,117612278,117612665,388,+,ORR1D1,ORR1D,chr2:117612278-117612665:+|ORR1D1|ORR1D
chr4,59561359,59561717,359,+,ORR1D2,ORR1D,chr4:59561359-59561717:+|ORR1D2|ORR1D
chr2,78850640,78850995,356,-,ORR1D1,ORR1D,chr2:78850640-78850995:-|ORR1D1|ORR1D
chr19,33135380,33135762,383,+,ORR1D1,ORR1D,chr19:33135380-33135762:+|ORR1D1|ORR1D
chr15,31538284,31538673,390,+,ORR1D1,ORR1D,chr15:31538284-31538673:+|ORR1D1|ORR1D
chr17,69944207,69944588,382,+,ORR1D1,ORR1D,chr17:69944207-69944588:+|ORR1D1|ORR1D
chr3,36385770,36386127,358,-,ORR1D1,ORR1D,chr3:36385770-36386127:-|ORR1D1|ORR1D
chr2,146970385,146970761,377,+,ORR1D1,ORR1D,chr2:146970385-146970761:+|ORR1D1|ORR1D
chr14,52845519,52845875,357,-,ORR1D1,ORR1D,chr14:52845519-52845875:-|ORR1D1|ORR1D
chr1,184319155,184319520,366,+,ORR1D1,ORR1D,chr1:184319155-184319520:+|ORR1D1|ORR1D
chr16,71862152,71862529,378,-,ORR1D1,ORR1D,chr16:71862152-71862529:-|ORR1D1|ORR1D
chr3,28924784,28925151,368,-,ORR1D2,ORR1D,chr3:28924784-28925151:-|ORR1D2|ORR1D
chr9,42589337,42589726,390,-,ORR1D1,ORR1D,chr9:42589337-42589726:-|ORR1D1|ORR1D
chr7,94552096,94552469,374,-,ORR1D2,ORR1D,chr7:94552096-94552469:-|ORR1D2|ORR1D
chr4,8902466,8902848,383,+,ORR1D2,ORR1D,chr4:8902466-8902848:+|ORR1D2|ORR1D
chr10,23696158,23696521,364,-,ORR1D1,ORR1D,chr10:23696158-23696521:-|ORR1D1|ORR1D
chr7,9791903,9792271,369,-,ORR1D1,ORR1D,chr7:9791903-9792271:-|ORR1D1|ORR1D
chr19,24717048,24717429,382,-,ORR1D1,ORR1D,chr19:24717048-24717429:-|ORR1D1|ORR1D
chr2,152213445,152213828,384,+,ORR1D1,ORR1D,chr2:152213445-152213828:+|ORR1D1|ORR1D
chr8,87048758,87049120,363,-,ORR1D1,ORR1D,chr8:87048758-87049120:-|ORR1D1|ORR1D
chr14,123679994,123680356,363,+,ORR1D1,ORR1D,chr14:123679994-123680356:+|ORR1D1|ORR1D
chr17,85136391,85136745,355,+,ORR1D2,ORR1D,chr17:85136391-85136745:+|ORR1D2|ORR1D
chr15,86985411,86985769,359,-,ORR1D1,ORR1D,chr15:86985411-86985769:-|ORR1D1|ORR1D
chr18,85337683,85338051,369,-,ORR1D1,ORR1D,chr18:85337683-85338051:-|ORR1D1|ORR1D
chrX,96362624,96362976,353,-,ORR1D2,ORR1D,chrX:96362624-96362976:-|ORR1D2|ORR1D
chr2,171941638,171941997,360,-,ORR1D2,ORR1D,chr2:171941638-171941997:-|ORR1D2|ORR1D
chrX,13215328,13215687,360,+,ORR1D1,ORR1D,chrX:13215328-13215687:+|ORR1D1|ORR1D
chr11,57567376,57567732,357,-,ORR1D2,ORR1D,chr11:57567376-57567732:-|ORR1D2|ORR1D
chr3,16137717,16138089,373,-,ORR1D1,ORR1D,chr3:16137717-16138089:-|ORR1D1|ORR1D
chr10,9690944,9691307,364,-,ORR1D2,ORR1D,chr10:9690944-9691307:-|ORR1D2|ORR1D
chr3,88103611,88103981,371,-,ORR1D1,ORR1D,chr3:88103611-88103981:-|ORR1D1|ORR1D
chr8,59202251,59202614,364,-,ORR1D1,ORR1D,chr8:59202251-59202614:-|ORR1D1|ORR1D
chr13,23803954,23804320,367,-,ORR1D2,ORR1D,chr13:23803954-23804320:-|ORR1D2|ORR1D
chr7,131482904,131483287,384,-,ORR1D1,ORR1D,chr7:131482904-131483287:-|ORR1D1|ORR1D
chr18,32989618,32989975,358,-,ORR1D1,ORR1D,chr18:32989618-32989975:-|ORR1D1|ORR1D
chr18,17159604,17159963,360,-,ORR1D2,ORR1D,chr18:17159604-17159963:-|ORR1D2|ORR1D
chr11,11606300,11606677,378,+,ORR1D1,ORR1D,chr11:11606300-11606677:+|ORR1D1|ORR1D
chr2,179098613,179098976,364,-,ORR1D1,ORR1D,chr2:179098613-179098976:-|ORR1D1|ORR1D
chr15,32379468,32379830,363,+,ORR1D2,ORR1D,chr15:32379468-32379830:+|ORR1D2|ORR1D
chr8,64760262,64760648,387,-,ORR1D1,ORR1D,chr8:64760262-64760648:-|ORR1D1|ORR1D
chr14,19115601,19115960,360,-,ORR1D1,ORR1D,chr14:19115601-19115960:-|ORR1D1|ORR1D
chr8,62403264,62403634,371,+,ORR1D1,ORR1D,chr8:62403264-62403634:+|ORR1D1|ORR1D
chr8,23732458,23732824,367,-,ORR1D1,ORR1D,chr8:23732458-23732824:-|ORR1D1|ORR1D
chr17,18169329,18169683,355,-,ORR1D2,ORR1D,chr17:18169329-18169683:-|ORR1D2|ORR1D
chr14,91564498,91564877,380,+,ORR1D1,ORR1D,chr14:91564498-91564877:+|ORR1D1|ORR1D
chr4,81943606,81943971,366,+,ORR1D2,ORR1D,chr4:81943606-81943971:+|ORR1D2|ORR1D
chr5,44575477,44575828,352,+,ORR1D2,ORR1D,chr5:44575477-44575828:+|ORR1D2|ORR1D
chr1,194566380,194566744,365,-,ORR1D1,ORR1D,chr1:194566380-194566744:-|ORR1D1|ORR1D
chr3,34016299,34016661,363,-,ORR1D1,ORR1D,chr3:34016299-34016661:-|ORR1D1|ORR1D
chr1,63537005,63537369,365,-,ORR1D1,ORR1D,chr1:63537005-63537369:-|ORR1D1|ORR1D
chr18,7587011,7587402,392,-,ORR1D1,ORR1D,chr18:7587011-7587402:-|ORR1D1|ORR1D
chr14,82277932,82278292,361,+,ORR1D2,ORR1D,chr14:82277932-82278292:+|ORR1D2|ORR1D
chr2,159050213,159050600,388,+,ORR1D1,ORR1D,chr2:159050213-159050600:+|ORR1D1|ORR1D
chr8,80617048,80617422,375,-,ORR1D1,ORR1D,chr8:80617048-80617422:-|ORR1D1|ORR1D
chr10,45441840,45442205,366,+,ORR1D1,ORR1D,chr10:45441840-45442205:+|ORR1D1|ORR1D
chrX,56067922,56068282,361,-,ORR1D1,ORR1D,chrX:56067922-56068282:-|ORR1D1|ORR1D
chr12,116744941,116745316,376,+,ORR1D1,ORR1D,chr12:116744941-116745316:+|ORR1D1|ORR1D
chr6,54322804,54323156,353,-,ORR1D2,ORR1D,chr6:54322804-54323156:-|ORR1D2|ORR1D
chr1,71198268,71198633,366,-,ORR1D1,ORR1D,chr1:71198268-71198633:-|ORR1D1|ORR1D
chr19,22588998,22589353,356,+,ORR1D2,ORR1D,chr19:22588998-22589353:+|ORR1D2|ORR1D
chr11,83688461,83688836,376,-,ORR1D1,ORR1D,chr11:83688461-83688836:-|ORR1D1|ORR1D
chr8,113970026,113970385,360,+,ORR1D1,ORR1D,chr8:113970026-113970385:+|ORR1D1|ORR1D
chr4,141375430,141375812,383,+,ORR1D1,ORR1D,chr4:141375430-141375812:+|ORR1D1|ORR1D
chr10,123422360,123422720,361,+,ORR1D1,ORR1D,chr10:123422360-123422720:+|ORR1D1|ORR1D
chr3,36857721,36858104,384,-,ORR1D1,ORR1D,chr3:36857721-36858104:-|ORR1D1|ORR1D
chr12,58041968,58042325,358,+,ORR1D2,ORR1D,chr12:58041968-58042325:+|ORR1D2|ORR1D
chr7,105923126,105923500,375,+,ORR1D2,ORR1D,chr7:105923126-105923500:+|ORR1D2|ORR1D
chr7,66588845,66589212,368,+,ORR1D1,ORR1D,chr7:66588845-66589212:+|ORR1D1|ORR1D
chr13,80316726,80317095,370,-,ORR1D1,ORR1D,chr13:80316726-80317095:-|ORR1D1|ORR1D
chr9,84903625,84903984,360,-,ORR1D1,ORR1D,chr9:84903625-84903984:-|ORR1D1|ORR1D
chr15,61887647,61888003,357,-,ORR1D1,ORR1D,chr15:61887647-61888003:-|ORR1D1|ORR1D
chr6,77008635,77008990,356,-,ORR1D2,ORR1D,chr6:77008635-77008990:-|ORR1D2|ORR1D
chr5,8686599,8686984,386,-,ORR1D1,ORR1D,chr5:8686599-8686984:-|ORR1D1|ORR1D
chr2,169375489,169375872,384,+,ORR1D1,ORR1D,chr2:169375489-169375872:+|ORR1D1|ORR1D
chr14,49281234,49281603,370,-,ORR1D1,ORR1D,chr14:49281234-49281603:-|ORR1D1|ORR1D
chr6,55830531,55830891,361,+,ORR1D2,ORR1D,chr6:55830531-55830891:+|ORR1D2|ORR1D
chr14,65886094,65886450,357,+,ORR1D1,ORR1D,chr14:65886094-65886450:+|ORR1D1|ORR1D
chr6,80365828,80366198,371,-,ORR1D2,ORR1D,chr6:80365828-80366198:-|ORR1D2|ORR1D
chr13,47699410,47699765,356,-,ORR1D1,ORR1D,chr13:47699410-47699765:-|ORR1D1|ORR1D
chr13,35611575,35611959,385,-,ORR1D1,ORR1D,chr13:35611575-35611959:-|ORR1D1|ORR1D
chr12,45484686,45485049,364,+,ORR1D1,ORR1D,chr12:45484686-45485049:+|ORR1D1|ORR1D
chr8,80648217,80648580,364,-,ORR1D1,ORR1D,chr8:80648217-80648580:-|ORR1D1|ORR1D
chr2,128440061,128440446,386,+,ORR1D1,ORR1D,chr2:128440061-128440446:+|ORR1D1|ORR1D
chr1,123616326,123616696,371,+,ORR1D1,ORR1D,chr1:123616326-123616696:+|ORR1D1|ORR1D
chr2,156984282,156984640,359,+,ORR1D1,ORR1D,chr2:156984282-156984640:+|ORR1D1|ORR1D
chr16,30136884,30137257,374,-,ORR1D2,ORR1D,chr16:30136884-30137257:-|ORR1D2|ORR1D
chr1,168073971,168074339,369,-,ORR1D1,ORR1D,chr1:168073971-168074339:-|ORR1D1|ORR1D
chrX,42605089,42605463,375,+,ORR1D1,ORR1D,chrX:42605089-42605463:+|ORR1D1|ORR1D
chr2,34442216,34442579,364,-,ORR1D1,ORR1D,chr2:34442216-34442579:-|ORR1D1|ORR1D
chr15,87250022,87250378,357,+,ORR1D1,ORR1D,chr15:87250022-87250378:+|ORR1D1|ORR1D
chr13,44367064,44367423,360,-,ORR1D1,ORR1D,chr13:44367064-44367423:-|ORR1D1|ORR1D
chr3,57246548,57246929,382,+,ORR1D1,ORR1D,chr3:57246548-57246929:+|ORR1D1|ORR1D
chr14,23926205,23926576,372,-,ORR1D1,ORR1D,chr14:23926205-23926576:-|ORR1D1|ORR1D
chr13,31071595,31071968,374,-,ORR1D1,ORR1D,chr13:31071595-31071968:-|ORR1D1|ORR1D
chr6,62912370,62912741,372,+,ORR1D1,ORR1D,chr6:62912370-62912741:+|ORR1D1|ORR1D
chr1,175954403,175954785,383,+,ORR1D1,ORR1D,chr1:175954403-175954785:+|ORR1D1|ORR1D
chr14,83885168,83885521,354,+,ORR1D2,ORR1D,chr14:83885168-83885521:+|ORR1D2|ORR1D
chr12,16602217,16602573,357,-,ORR1D1,ORR1D,chr12:16602217-16602573:-|ORR1D1|ORR1D
chr8,44930689,44931041,353,-,ORR1D2,ORR1D,chr8:44930689-44931041:-|ORR1D2|ORR1D
chr12,113368708,113369075,368,-,ORR1D1,ORR1D,chr12:113368708-113369075:-|ORR1D1|ORR1D
chr16,58101753,58102140,388,-,ORR1D1,ORR1D,chr16:58101753-58102140:-|ORR1D1|ORR1D
chr6,114317530,114317891,362,-,ORR1D2,ORR1D,chr6:114317530-114317891:-|ORR1D2|ORR1D
chr8,23961050,23961425,376,-,ORR1D2,ORR1D,chr8:23961050-23961425:-|ORR1D2|ORR1D
chr2,19772928,19773296,369,-,ORR1D1,ORR1D,chr2:19772928-19773296:-|ORR1D1|ORR1D
chr12,118538998,118539358,361,-,ORR1D1,ORR1D,chr12:118538998-118539358:-|ORR1D1|ORR1D
chr2,13209286,13209653,368,-,ORR1D2,ORR1D,chr2:13209286-13209653:-|ORR1D2|ORR1D
chr16,28048622,28048991,370,+,ORR1D2,ORR1D,chr16:28048622-28048991:+|ORR1D2|ORR1D
chr6,127874572,127874925,354,+,ORR1D2,ORR1D,chr6:127874572-127874925:+|ORR1D2|ORR1D
chrX,29826960,29827328,369,+,ORR1D2,ORR1D,chrX:29826960-29827328:+|ORR1D2|ORR1D
chr7,138127334,138127688,355,-,ORR1D2,ORR1D,chr7:138127334-138127688:-|ORR1D2|ORR1D
chr7,111307709,111308076,368,+,ORR1D1,ORR1D,chr7:111307709-111308076:+|ORR1D1|ORR1D
chr2,41230409,41230791,383,+,ORR1D1,ORR1D,chr2:41230409-41230791:+|ORR1D1|ORR1D
chr18,45448597,45448952,356,-,ORR1D1,ORR1D,chr18:45448597-45448952:-|ORR1D1|ORR1D
chr8,28606108,28606463,356,+,ORR1D1,ORR1D,chr8:28606108-28606463:+|ORR1D1|ORR1D
chr7,141054864,141055233,370,+,ORR1D1,ORR1D,chr7:141054864-141055233:+|ORR1D1|ORR1D
chr3,20357849,20358219,371,+,ORR1D1,ORR1D,chr3:20357849-20358219:+|ORR1D1|ORR1D
chr8,106232746,106233099,354,-,ORR1D2,ORR1D,chr8:106232746-106233099:-|ORR1D2|ORR1D
chr10,18703784,18704151,368,-,ORR1D2,ORR1D,chr10:18703784-18704151:-|ORR1D2|ORR1D
chr13,13645814,13646193,380,-,ORR1D1,ORR1D,chr13:13645814-13646193:-|ORR1D1|ORR1D
chr6,5540923,5541291,369,-,ORR1D1,ORR1D,chr6:5540923-5541291:-|ORR1D1|ORR1D
chr6,106024115,106024476,362,-,ORR1D2,ORR1D,chr6:106024115-106024476:-|ORR1D2|ORR1D
chr7,13766700,13767069,370,+,ORR1D1,ORR1D,chr7:13766700-13767069:+|ORR1D1|ORR1D
chr6,79675008,79675374,367,+,ORR1D2,ORR1D,chr6:79675008-79675374:+|ORR1D2|ORR1D
chrX,158071372,158071727,356,-,ORR1D1,ORR1D,chrX:158071372-158071727:-|ORR1D1|ORR1D
chr1,190404108,190404464,357,+,ORR1D2,ORR1D,chr1:190404108-190404464:+|ORR1D2|ORR1D
chr4,131398752,131399106,355,+,ORR1D2,ORR1D,chr4:131398752-131399106:+|ORR1D2|ORR1D
chr8,23868083,23868470,388,-,ORR1D1,ORR1D,chr8:23868083-23868470:-|ORR1D1|ORR1D
chr9,105974546,105974919,374,-,ORR1D2,ORR1D,chr9:105974546-105974919:-|ORR1D2|ORR1D
chrX,158663798,158664176,379,-,ORR1D2,ORR1D,chrX:158663798-158664176:-|ORR1D2|ORR1D
chr7,80627321,80627676,356,+,ORR1D1,ORR1D,chr7:80627321-80627676:+|ORR1D1|ORR1D
chr4,8176162,8176530,369,+,ORR1D1,ORR1D,chr4:8176162-8176530:+|ORR1D1|ORR1D
chr1,154091448,154091803,356,+,ORR1D2,ORR1D,chr1:154091448-154091803:+|ORR1D2|ORR1D
chr15,86632324,86632697,374,-,ORR1D2,ORR1D,chr15:86632324-86632697:-|ORR1D2|ORR1D
