#transId	geneId	source	chrom	start	end	strand	proteinId	geneName	transcriptName	geneType	transcriptType
ENSACHT00000012028	ENSACHG00000008930	ensembl	PVKX01017262.1	8167	32685	+	ENSACHP00000010668			protein_coding	protein_coding
ENSACHT00000012063	ENSACHG00000008930	ensembl	PVKX01017262.1	8167	32685	+	ENSACHP00000010699			protein_coding	protein_coding
ENSACHT00000012097	ENSACHG00000008930	ensembl	PVKX01017262.1	8167	32685	+	ENSACHP00000010731			protein_coding	protein_coding
ENSACHT00000012134	ENSACHG00000008930	ensembl	PVKX01017262.1	17096	32682	+	ENSACHP00000010763			protein_coding	protein_coding
ENSACHT00000012657	ENSACHG00000009410	ensembl	PVKX01017272.1	2	41252	-	ENSACHP00000011211			protein_coding	protein_coding
ENSACHT00000012707	ENSACHG00000009530	ensembl	PVKX01017278.1	20	1154	-	ENSACHP00000011249			protein_coding	protein_coding
ENSACHT00000013200	ENSACHG00000009889	ensembl	PVKX01017287.1	27333	27726	-	ENSACHP00000011669			protein_coding	protein_coding
ENSACHT00000013240	ENSACHG00000009911	ensembl	PVKX01017288.1	11237	19503	+	ENSACHP00000011703			protein_coding	protein_coding
ENSACHT00000013308	ENSACHG00000009975	ensembl	PVKX01017288.1	23257	25877	-	ENSACHP00000011762			protein_coding	protein_coding
ENSACHT00000013361	ENSACHG00000009999	ensembl	PVKX01017289.1	523	33019	+	ENSACHP00000011810			protein_coding	protein_coding
ENSACHT00000013370	ENSACHG00000009999	ensembl	PVKX01017289.1	523	31778	+	ENSACHP00000011818			protein_coding	protein_coding
ENSACHT00000021827	ENSACHG00000016690	ensembl	PVKX01017333.1	7054	23737	-	ENSACHP00000019287			protein_coding	protein_coding
ENSACHT00000013117	ENSACHG00000009584	ensembl	PVKX01017281.1	4537	41875	+	ENSACHP00000011595			protein_coding	protein_coding
ENSACHT00000022079	ENSACHG00000016857	ensembl	PVKX01017338.1	9823	41977	-	ENSACHP00000019484			protein_coding	protein_coding
ENSACHT00000013489	ENSACHG00000010088	ensembl	PVKX01017295.1	1820	15916	+	ENSACHP00000011925			protein_coding	protein_coding
ENSACHT00000013565	ENSACHG00000010088	ensembl	PVKX01017295.1	2877	16962	+	ENSACHP00000011997			protein_coding	protein_coding
ENSACHT00000013163	ENSACHG00000009864	ensembl	PVKX01017283.1	1900	2628	+	ENSACHP00000011638			protein_coding	protein_coding
ENSACHT00000013705	ENSACHG00000010258	ensembl	PVKX01017305.1	11360	12287	-	ENSACHP00000012118			protein_coding	protein_coding
ENSACHT00000013733	ENSACHG00000010278	ensembl	PVKX01017305.1	29120	30053	-	ENSACHP00000012142			protein_coding	protein_coding
ENSACHT00000021401	ENSACHG00000016371	ensembl	PVKX01017315.1	21585	41730	+	ENSACHP00000018927			protein_coding	protein_coding
ENSACHT00000021424	ENSACHG00000016371	ensembl	PVKX01017315.1	21585	41730	+	ENSACHP00000018946			protein_coding	protein_coding
ENSACHT00000021454	ENSACHG00000016450	ensembl	PVKX01017315.1	39540	39644	+				snoRNA	snoRNA
ENSACHT00000021484	ENSACHG00000016474	ensembl	PVKX01017322.1	23256	27711	-	ENSACHP00000018990			protein_coding	protein_coding
ENSACHT00000021518	ENSACHG00000016507	ensembl	PVKX01017322.1	39373	40096	-	ENSACHP00000019019			protein_coding	protein_coding
ENSACHT00000023017	ENSACHG00000017753	ensembl	PVKX01017363.1	27140	38302	+	ENSACHP00000020250			protein_coding	protein_coding
ENSACHT00000023107	ENSACHG00000017832	ensembl	PVKX01017365.1	18759	20751	-	ENSACHP00000020329			protein_coding	protein_coding
ENSACHT00000022113	ENSACHG00000017019	ensembl	PVKX01017355.1	2761	32979	+	ENSACHP00000019514			protein_coding	protein_coding
ENSACHT00000012509	ENSACHG00000009379	ensembl	PVKX01017268.1	489	1446	+	ENSACHP00000011079			protein_coding	protein_coding
ENSACHT00000021566	ENSACHG00000016528	ensembl	PVKX01017328.1	4739	5818	-	ENSACHP00000019060			protein_coding	protein_coding
ENSACHT00000021624	ENSACHG00000016580	ensembl	PVKX01017328.1	7267	25319	+	ENSACHP00000019108			protein_coding	protein_coding
ENSACHT00000021700	ENSACHG00000016646	ensembl	PVKX01017328.1	35670	42095	+	ENSACHP00000019175			protein_coding	protein_coding
ENSACHT00000026751	ENSACHG00000020830	ensembl	PVKX01017388.1	970	10108	-	ENSACHP00000023493			protein_coding	protein_coding
ENSACHT00000026789	ENSACHG00000020875	ensembl	PVKX01017388.1	970	1080	-				snRNA	snRNA
ENSACHT00000027082	ENSACHG00000020980	ensembl	PVKX01017388.1	10134	40182	+	ENSACHP00000023779			protein_coding	protein_coding
ENSACHT00000027244	ENSACHG00000020980	ensembl	PVKX01017388.1	10134	40182	+	ENSACHP00000023918			protein_coding	protein_coding
ENSACHT00000027411	ENSACHG00000020980	ensembl	PVKX01017388.1	11087	40182	+	ENSACHP00000024062			protein_coding	protein_coding
ENSACHT00000028402	ENSACHG00000022211	ensembl	PVKX01017443.1	5916	6026	+				snRNA	snRNA
ENSACHT00000022221	ENSACHG00000017078	ensembl	PVKX01017357.1	2842	15251	-	ENSACHP00000019603			protein_coding	protein_coding
ENSACHT00000022333	ENSACHG00000017161	ensembl	PVKX01017357.1	14462	30393	+	ENSACHP00000019687			protein_coding	protein_coding
ENSACHT00000022350	ENSACHG00000017161	ensembl	PVKX01017357.1	14462	30323	+	ENSACHP00000019702			protein_coding	protein_coding
ENSACHT00000022377	ENSACHG00000017161	ensembl	PVKX01017357.1	14462	30323	+	ENSACHP00000019723			protein_coding	protein_coding
ENSACHT00000022411	ENSACHG00000017258	ensembl	PVKX01017357.1	33432	37088	-	ENSACHP00000019754			protein_coding	protein_coding
ENSACHT00000022432	ENSACHG00000017285	ensembl	PVKX01017357.1	40912	41018	+				snRNA	snRNA
ENSACHT00000022505	ENSACHG00000017312	ensembl	PVKX01017359.1	2872	6437	+	ENSACHP00000019835			protein_coding	protein_coding
ENSACHT00000022518	ENSACHG00000017312	ensembl	PVKX01017359.1	3936	6437	+	ENSACHP00000019844			protein_coding	protein_coding
ENSACHT00000022651	ENSACHG00000017437	ensembl	PVKX01017359.1	9472	39883	-	ENSACHP00000019956			protein_coding	protein_coding
ENSACHT00000022744	ENSACHG00000017437	ensembl	PVKX01017359.1	9472	39883	-	ENSACHP00000020024			protein_coding	protein_coding
ENSACHT00000022762	ENSACHG00000017437	ensembl	PVKX01017359.1	9472	39883	-	ENSACHP00000020039			protein_coding	protein_coding
ENSACHT00000022854	ENSACHG00000017437	ensembl	PVKX01017359.1	9472	39883	-	ENSACHP00000020119			protein_coding	protein_coding
ENSACHT00000022937	ENSACHG00000017437	ensembl	PVKX01017359.1	9472	39883	-	ENSACHP00000020186			protein_coding	protein_coding
ENSACHT00000028906	ENSACHG00000022610	ensembl	PVKX01017467.1	9552	36707	+	ENSACHP00000025368			protein_coding	protein_coding
ENSACHT00000023058	ENSACHG00000017801	ensembl	PVKX01017364.1	28690	34095	+	ENSACHP00000020286			protein_coding	protein_coding
ENSACHT00000023075	ENSACHG00000017801	ensembl	PVKX01017364.1	28690	34095	+	ENSACHP00000020302			protein_coding	protein_coding
ENSACHT00000024667	ENSACHG00000018029	ensembl	PVKX01017366.1	8	37748	+	ENSACHP00000021691			protein_coding	protein_coding
ENSACHT00000024787	ENSACHG00000018029	ensembl	PVKX01017366.1	8	37748	+	ENSACHP00000021799			protein_coding	protein_coding
ENSACHT00000024902	ENSACHG00000018029	ensembl	PVKX01017366.1	8	37748	+	ENSACHP00000021902			protein_coding	protein_coding
ENSACHT00000025023	ENSACHG00000018029	ensembl	PVKX01017366.1	8	37748	+	ENSACHP00000022006			protein_coding	protein_coding
ENSACHT00000028021	ENSACHG00000021882	ensembl	PVKX01017415.1	15609	17638	+	ENSACHP00000024595			protein_coding	protein_coding
ENSACHT00000025106	ENSACHG00000019455	ensembl	PVKX01017375.1	606	10664	+	ENSACHP00000022077			protein_coding	protein_coding
ENSACHT00000026351	ENSACHG00000019596	ensembl	PVKX01017384.1	150	20283	+	ENSACHP00000023165			protein_coding	protein_coding
ENSACHT00000026512	ENSACHG00000019596	ensembl	PVKX01017384.1	150	20283	+	ENSACHP00000023294			protein_coding	protein_coding
ENSACHT00000026602	ENSACHG00000019596	ensembl	PVKX01017384.1	159	20283	+	ENSACHP00000023368			protein_coding	protein_coding
ENSACHT00000026704	ENSACHG00000020785	ensembl	PVKX01017384.1	27166	33431	+	ENSACHP00000023456			protein_coding	protein_coding
ENSACHT00000028269	ENSACHG00000022087	ensembl	PVKX01017428.1	7482	8132	+	ENSACHP00000024812			protein_coding	protein_coding
ENSACHT00000028289	ENSACHG00000022113	ensembl	PVKX01017428.1	8800	8907	-				snRNA	snRNA
ENSACHT00000027485	ENSACHG00000021460	ensembl	PVKX01017400.1	22841	39780	-	ENSACHP00000024130			protein_coding	protein_coding
ENSACHT00000027516	ENSACHG00000021460	ensembl	PVKX01017400.1	22841	38245	-	ENSACHP00000024157			protein_coding	protein_coding
ENSACHT00000027547	ENSACHG00000021460	ensembl	PVKX01017400.1	22841	36715	-	ENSACHP00000024183			protein_coding	protein_coding
ENSACHT00000028516	ENSACHG00000022292	ensembl	PVKX01017448.1	19466	23237	-	ENSACHP00000025031			protein_coding	protein_coding
ENSACHT00000027616	ENSACHG00000021559	ensembl	PVKX01017402.1	580	2097	+	ENSACHP00000024241			protein_coding	protein_coding
ENSACHT00000027661	ENSACHG00000021601	ensembl	PVKX01017402.1	8492	12192	+	ENSACHP00000024281			protein_coding	protein_coding
ENSACHT00000027746	ENSACHG00000021668	ensembl	PVKX01017402.1	14068	31147	+	ENSACHP00000024352			protein_coding	protein_coding
ENSACHT00000027806	ENSACHG00000021668	ensembl	PVKX01017402.1	14068	30479	+	ENSACHP00000024406			protein_coding	protein_coding
ENSACHT00000027917	ENSACHG00000021789	ensembl	PVKX01017403.1	6889	17974	-	ENSACHP00000024504			protein_coding	protein_coding
ENSACHT00000028554	ENSACHG00000022322	ensembl	PVKX01017450.1	11263	16426	-	ENSACHP00000025063			protein_coding	protein_coding
ENSACHT00000028608	ENSACHG00000022359	ensembl	PVKX01017451.1	3388	14392	+	ENSACHP00000025108			protein_coding	protein_coding
ENSACHT00000028619	ENSACHG00000022359	ensembl	PVKX01017451.1	3388	9308	+	ENSACHP00000025117			protein_coding	protein_coding
ENSACHT00000027957	ENSACHG00000021839	ensembl	PVKX01017411.1	1142	2081	-	ENSACHP00000024537			protein_coding	protein_coding
ENSACHT00000027982	ENSACHG00000021861	ensembl	PVKX01017411.1	31556	32495	-	ENSACHP00000024563			protein_coding	protein_coding
ENSACHT00000028654	ENSACHG00000022405	ensembl	PVKX01017459.1	6382	13888	-	ENSACHP00000025147			protein_coding	protein_coding
ENSACHT00000028700	ENSACHG00000022431	ensembl	PVKX01017459.1	23447	36425	+	ENSACHP00000025189			protein_coding	protein_coding
ENSACHT00000028724	ENSACHG00000022453	ensembl	PVKX01017460.1	17275	18028	-	ENSACHP00000025209			protein_coding	protein_coding
ENSACHT00000028751	ENSACHG00000022476	ensembl	PVKX01017461.1	1163	27882	+	ENSACHP00000025233			protein_coding	protein_coding
ENSACHT00000029669	ENSACHG00000023183	ensembl	PVKX01017501.1	53	42161	-	ENSACHP00000026054			protein_coding	protein_coding
ENSACHT00000029754	ENSACHG00000023244	ensembl	PVKX01017508.1	1216	20624	-	ENSACHP00000026132			protein_coding	protein_coding
ENSACHT00000028091	ENSACHG00000021933	ensembl	PVKX01017422.1	1	9469	-	ENSACHP00000024655			protein_coding	protein_coding
ENSACHT00000028139	ENSACHG00000021967	ensembl	PVKX01017422.1	35019	36020	+	ENSACHP00000024698			protein_coding	protein_coding
ENSACHT00000028168	ENSACHG00000021996	ensembl	PVKX01017424.1	7205	8255	-	ENSACHP00000024724			protein_coding	protein_coding
ENSACHT00000028206	ENSACHG00000022030	ensembl	PVKX01017424.1	28224	29296	-	ENSACHP00000024760			protein_coding	protein_coding
ENSACHT00000028221	ENSACHG00000022052	ensembl	PVKX01017424.1	35437	35569	-				snoRNA	snoRNA
ENSACHT00000028241	ENSACHG00000022069	ensembl	PVKX01017425.1	25365	26283	-	ENSACHP00000024788			protein_coding	protein_coding
ENSACHT00000029287	ENSACHG00000022907	ensembl	PVKX01017480.1	11635	24730	+	ENSACHP00000025704			protein_coding	protein_coding
ENSACHT00000028303	ENSACHG00000022124	ensembl	PVKX01017429.1	721	16234	+	ENSACHP00000024842			protein_coding	protein_coding
ENSACHT00000028342	ENSACHG00000022161	ensembl	PVKX01017429.1	24027	41020	+	ENSACHP00000024876			protein_coding	protein_coding
ENSACHT00000028383	ENSACHG00000022193	ensembl	PVKX01017435.1	31746	38084	+	ENSACHP00000024913			protein_coding	protein_coding
ENSACHT00000028434	ENSACHG00000022228	ensembl	PVKX01017444.1	32817	39313	+	ENSACHP00000024956			protein_coding	protein_coding
ENSACHT00000028469	ENSACHG00000022256	ensembl	PVKX01017445.1	8842	42123	+	ENSACHP00000024988			protein_coding	protein_coding
ENSACHT00000028488	ENSACHG00000022280	ensembl	PVKX01017445.1	21468	21553	+				scaRNA	scaRNA
ENSACHT00000029765	ENSACHG00000023251	ensembl	PVKX01017510.1	36819	37319	-	ENSACHP00000026143			protein_coding	protein_coding
ENSACHT00000028861	ENSACHG00000022525	ensembl	PVKX01017466.1	790	42058	+	ENSACHP00000025329			protein_coding	protein_coding
ENSACHT00000028887	ENSACHG00000022595	ensembl	PVKX01017466.1	30539	30646	-				snRNA	snRNA
ENSACHT00000028768	ENSACHG00000022491	ensembl	PVKX01017464.1	21036	21140	-				snRNA	snRNA
ENSACHT00000028930	ENSACHG00000022629	ensembl	PVKX01017469.1	30559	31144	-	ENSACHP00000025390			protein_coding	protein_coding
ENSACHT00000029025	ENSACHG00000022664	ensembl	PVKX01017473.1	5758	22590	-	ENSACHP00000025475			protein_coding	protein_coding
ENSACHT00000029049	ENSACHG00000022664	ensembl	PVKX01017473.1	6169	22590	-	ENSACHP00000025498			protein_coding	protein_coding
ENSACHT00000029073	ENSACHG00000022664	ensembl	PVKX01017473.1	6169	16605	-	ENSACHP00000025520			protein_coding	protein_coding
ENSACHT00000029133	ENSACHG00000022777	ensembl	PVKX01017478.1	1022	27168	+	ENSACHP00000025573			protein_coding	protein_coding
ENSACHT00000029195	ENSACHG00000022826	ensembl	PVKX01017478.1	34070	38047	-	ENSACHP00000025626			protein_coding	protein_coding
ENSACHT00000029206	ENSACHG00000022826	ensembl	PVKX01017478.1	34161	36162	-	ENSACHP00000025636			protein_coding	protein_coding
ENSACHT00000029249	ENSACHG00000022868	ensembl	PVKX01017478.1	38840	40827	+	ENSACHP00000025671			protein_coding	protein_coding
ENSACHT00000029260	ENSACHG00000022868	ensembl	PVKX01017478.1	38840	40137	+	ENSACHP00000025680			protein_coding	protein_coding
ENSACHT00000029785	ENSACHG00000023267	ensembl	PVKX01017514.1	3014	3121	-				snRNA	snRNA
ENSACHT00000006418	ENSACHG00000004671	ensembl	PVKX01017514.1	24667	24785	+				snRNA	snRNA
ENSACHT00000029419	ENSACHG00000022999	ensembl	PVKX01017483.1	12161	31934	+	ENSACHP00000025824			protein_coding	protein_coding
ENSACHT00000029435	ENSACHG00000023020	ensembl	PVKX01017483.1	33242	36706	-	ENSACHP00000025840			protein_coding	protein_coding
ENSACHT00000029459	ENSACHG00000023033	ensembl	PVKX01017487.1	57	36156	-	ENSACHP00000025862			protein_coding	protein_coding
ENSACHT00000006472	ENSACHG00000004706	ensembl	PVKX01017523.1	32282	33320	+				pseudogene	pseudogene
ENSACHT00000006550	ENSACHG00000004752	ensembl	PVKX01017526.1	2712	27384	+	ENSACHP00000005792			protein_coding	protein_coding
ENSACHT00000006588	ENSACHG00000004806	ensembl	PVKX01017526.1	36696	40214	-	ENSACHP00000005825			protein_coding	protein_coding
ENSACHT00000029586	ENSACHG00000023070	ensembl	PVKX01017496.1	1946	6288	-	ENSACHP00000025980			protein_coding	protein_coding
ENSACHT00000029595	ENSACHG00000023070	ensembl	PVKX01017496.1	3843	6288	-	ENSACHP00000025989			protein_coding	protein_coding
ENSACHT00000029603	ENSACHG00000023070	ensembl	PVKX01017496.1	4536	6288	-	ENSACHP00000025996			protein_coding	protein_coding
ENSACHT00000029615	ENSACHG00000023146	ensembl	PVKX01017496.1	23343	26340	-	ENSACHP00000026007			protein_coding	protein_coding
ENSACHT00000006624	ENSACHG00000004840	ensembl	PVKX01017532.1	4349	16911	+	ENSACHP00000005857			protein_coding	protein_coding
ENSACHT00000006653	ENSACHG00000004870	ensembl	PVKX01017532.1	24111	24336	+	ENSACHP00000005886			protein_coding	protein_coding
ENSACHT00000006443	ENSACHG00000004690	ensembl	PVKX01017519.1	23090	26040	+	ENSACHP00000005698			protein_coding	protein_coding
ENSACHT00000029638	ENSACHG00000023162	ensembl	PVKX01017498.1	4742	27772	-	ENSACHP00000026026			protein_coding	protein_coding
ENSACHT00000029648	ENSACHG00000023162	ensembl	PVKX01017498.1	4742	16379	-	ENSACHP00000026036			protein_coding	protein_coding
ENSACHT00000029740	ENSACHG00000023202	ensembl	PVKX01017502.1	3883	41918	-	ENSACHP00000026120			protein_coding	protein_coding
ENSACHT00000006758	ENSACHG00000004941	ensembl	PVKX01017544.1	5421	18674	-	ENSACHP00000005983			protein_coding	protein_coding
ENSACHT00000009904	ENSACHG00000007131	ensembl	PVKX01017594.1	388	41061	+	ENSACHP00000008774			protein_coding	protein_coding
ENSACHT00000009932	ENSACHG00000007131	ensembl	PVKX01017594.1	388	41061	+	ENSACHP00000008800			protein_coding	protein_coding
ENSACHT00000007032	ENSACHG00000005158	ensembl	PVKX01017555.1	24589	24766	+				snRNA	snRNA
ENSACHT00000029745	ENSACHG00000023242	ensembl	PVKX01017505.1	11903	12006	-				snRNA	snRNA
ENSACHT00000007155	ENSACHG00000005257	ensembl	PVKX01017565.1	11132	11239	-				snRNA	snRNA
ENSACHT00000007170	ENSACHG00000005268	ensembl	PVKX01017565.1	26091	26205	+				snoRNA	snoRNA
ENSACHT00000010617	ENSACHG00000007890	ensembl	PVKX01017608.1	8329	25530	-	ENSACHP00000009412			protein_coding	protein_coding
ENSACHT00000029779	ENSACHG00000023261	ensembl	PVKX01017511.1	31716	33750	-	ENSACHP00000026157			protein_coding	protein_coding
ENSACHT00000007396	ENSACHG00000005397	ensembl	PVKX01017573.1	58	4781	-	ENSACHP00000006537			protein_coding	protein_coding
ENSACHT00000007428	ENSACHG00000005474	ensembl	PVKX01017573.1	12475	12930	+	ENSACHP00000006565			protein_coding	protein_coding
ENSACHT00000007450	ENSACHG00000005500	ensembl	PVKX01017573.1	13383	14653	-	ENSACHP00000006587			protein_coding	protein_coding
ENSACHT00000007486	ENSACHG00000005521	ensembl	PVKX01017573.1	15069	19265	+	ENSACHP00000006619			protein_coding	protein_coding
ENSACHT00000007513	ENSACHG00000005544	ensembl	PVKX01017573.1	20168	20987	-	ENSACHP00000006644			protein_coding	protein_coding
ENSACHT00000008532	ENSACHG00000006330	ensembl	PVKX01017579.1	29015	36425	-	ENSACHP00000007541			protein_coding	protein_coding
ENSACHT00000008135	ENSACHG00000005766	ensembl	PVKX01017578.1	1648	16189	-	ENSACHP00000007203			protein_coding	protein_coding
ENSACHT00000008226	ENSACHG00000005766	ensembl	PVKX01017578.1	1648	16189	-	ENSACHP00000007279			protein_coding	protein_coding
ENSACHT00000008351	ENSACHG00000006183	ensembl	PVKX01017578.1	19569	38339	+	ENSACHP00000007387			protein_coding	protein_coding
ENSACHT00000008405	ENSACHG00000006183	ensembl	PVKX01017578.1	19569	36810	+	ENSACHP00000007433			protein_coding	protein_coding
ENSACHT00000008489	ENSACHG00000006300	ensembl	PVKX01017578.1	38326	41870	-	ENSACHP00000007507			protein_coding	protein_coding
ENSACHT00000006667	ENSACHG00000004885	ensembl	PVKX01017536.1	15593	15713	-				Y_RNA	Y_RNA
ENSACHT00000006695	ENSACHG00000004894	ensembl	PVKX01017537.1	3889	15597	+	ENSACHP00000005926			protein_coding	protein_coding
ENSACHT00000006715	ENSACHG00000004914	ensembl	PVKX01017537.1	17977	22744	-	ENSACHP00000005946			protein_coding	protein_coding
ENSACHT00000009306	ENSACHG00000006955	ensembl	PVKX01017589.1	1856	3263	+	ENSACHP00000008230			protein_coding	protein_coding
ENSACHT00000009402	ENSACHG00000007021	ensembl	PVKX01017593.1	13043	32336	+	ENSACHP00000008317			protein_coding	protein_coding
ENSACHT00000009456	ENSACHG00000007021	ensembl	PVKX01017593.1	13245	32336	+	ENSACHP00000008369			protein_coding	protein_coding
ENSACHT00000009489	ENSACHG00000007021	ensembl	PVKX01017593.1	23806	32336	+	ENSACHP00000008399			protein_coding	protein_coding
ENSACHT00000006791	ENSACHG00000004963	ensembl	PVKX01017552.1	40	2630	+	ENSACHP00000006011			protein_coding	protein_coding
ENSACHT00000006840	ENSACHG00000004990	ensembl	PVKX01017552.1	3848	18072	-	ENSACHP00000006054			protein_coding	protein_coding
ENSACHT00000006898	ENSACHG00000005052	ensembl	PVKX01017552.1	22737	30202	-	ENSACHP00000006104			protein_coding	protein_coding
ENSACHT00000006970	ENSACHG00000005052	ensembl	PVKX01017552.1	28868	37771	-	ENSACHP00000006163			protein_coding	protein_coding
ENSACHT00000006997	ENSACHG00000005052	ensembl	PVKX01017552.1	29302	38180	-	ENSACHP00000006184			protein_coding	protein_coding
ENSACHT00000011537	ENSACHG00000008619	ensembl	PVKX01017640.1	24967	25109	-				snoRNA	snoRNA
ENSACHT00000007237	ENSACHG00000005301	ensembl	PVKX01017570.1	409	4105	-	ENSACHP00000006397			protein_coding	protein_coding
ENSACHT00000007247	ENSACHG00000005301	ensembl	PVKX01017570.1	409	4105	-	ENSACHP00000006409			protein_coding	protein_coding
ENSACHT00000007293	ENSACHG00000005366	ensembl	PVKX01017570.1	40421	41808	+	ENSACHP00000006446			protein_coding	protein_coding
ENSACHT00000007537	ENSACHG00000005565	ensembl	PVKX01017574.1	19473	28748	-	ENSACHP00000006666			protein_coding	protein_coding
ENSACHT00000007605	ENSACHG00000005603	ensembl	PVKX01017575.1	12542	27807	+	ENSACHP00000006728			protein_coding	protein_coding
ENSACHT00000007688	ENSACHG00000005659	ensembl	PVKX01017576.1	8313	39728	-	ENSACHP00000006803			protein_coding	protein_coding
ENSACHT00000010704	ENSACHG00000007973	ensembl	PVKX01017618.1	6317	13949	+	ENSACHP00000009484			protein_coding	protein_coding
ENSACHT00000010731	ENSACHG00000007973	ensembl	PVKX01017618.1	6317	13368	+	ENSACHP00000009506			protein_coding	protein_coding
ENSACHT00000010803	ENSACHG00000008053	ensembl	PVKX01017621.1	9843	10101	-				pseudogene	pseudogene
ENSACHT00000010849	ENSACHG00000008099	ensembl	PVKX01017621.1	12259	29095	+	ENSACHP00000009613			protein_coding	protein_coding
ENSACHT00000008593	ENSACHG00000006370	ensembl	PVKX01017580.1	8939	20398	-	ENSACHP00000007596			protein_coding	protein_coding
ENSACHT00000010264	ENSACHG00000007655	ensembl	PVKX01017599.1	18724	33802	-	ENSACHP00000009100			protein_coding	protein_coding
ENSACHT00000008933	ENSACHG00000006441	ensembl	PVKX01017581.1	16276	36923	-	ENSACHP00000007895			protein_coding	protein_coding
ENSACHT00000008980	ENSACHG00000006441	ensembl	PVKX01017581.1	18421	35825	-	ENSACHP00000007939			protein_coding	protein_coding
ENSACHT00000010958	ENSACHG00000008135	ensembl	PVKX01017625.1	4781	31550	+	ENSACHP00000009711			protein_coding	protein_coding
ENSACHT00000009022	ENSACHG00000006718	ensembl	PVKX01017584.1	23851	24794	+				pseudogene	pseudogene
ENSACHT00000018178	ENSACHG00000013683	ensembl	PVKX01017683.1	20	38911	+	ENSACHP00000016084			protein_coding	protein_coding
ENSACHT00000010297	ENSACHG00000007673	ensembl	PVKX01017600.1	17430	21139	+	ENSACHP00000009133			protein_coding	protein_coding
ENSACHT00000009062	ENSACHG00000006761	ensembl	PVKX01017587.1	1058	1427	+	ENSACHP00000008014			protein_coding	protein_coding
ENSACHT00000009269	ENSACHG00000006788	ensembl	PVKX01017587.1	8833	21649	-	ENSACHP00000008200			protein_coding	protein_coding
ENSACHT00000009342	ENSACHG00000006973	ensembl	PVKX01017591.1	11260	21515	+	ENSACHP00000008263			protein_coding	protein_coding
ENSACHT00000009369	ENSACHG00000007000	ensembl	PVKX01017591.1	22979	23105	-				snRNA	snRNA
ENSACHT00000007133	ENSACHG00000005184	ensembl	PVKX01017564.1	624	21326	+	ENSACHP00000006305			protein_coding	protein_coding
ENSACHT00000009979	ENSACHG00000007441	ensembl	PVKX01017595.1	6658	11505	+	ENSACHP00000008844			protein_coding	protein_coding
ENSACHT00000010047	ENSACHG00000007488	ensembl	PVKX01017595.1	33842	40595	+	ENSACHP00000008907			protein_coding	protein_coding
ENSACHT00000010094	ENSACHG00000007488	ensembl	PVKX01017595.1	33842	40595	+	ENSACHP00000008952			protein_coding	protein_coding
ENSACHT00000010147	ENSACHG00000007565	ensembl	PVKX01017597.1	3790	3897	+				snRNA	snRNA
ENSACHT00000010206	ENSACHG00000007607	ensembl	PVKX01017597.1	25736	40546	-	ENSACHP00000009048			protein_coding	protein_coding
ENSACHT00000010239	ENSACHG00000007607	ensembl	PVKX01017597.1	27333	40492	-	ENSACHP00000009083			protein_coding	protein_coding
ENSACHT00000011670	ENSACHG00000008690	ensembl	PVKX01017646.1	953	20521	+	ENSACHP00000010354			protein_coding	protein_coding
ENSACHT00000011702	ENSACHG00000008767	ensembl	PVKX01017646.1	12893	13024	+				scaRNA	scaRNA
ENSACHT00000011732	ENSACHG00000008775	ensembl	PVKX01017646.1	27234	28626	-	ENSACHP00000010409			protein_coding	protein_coding
ENSACHT00000010325	ENSACHG00000007697	ensembl	PVKX01017605.1	17857	17976	+				snoRNA	snoRNA
ENSACHT00000010518	ENSACHG00000007729	ensembl	PVKX01017607.1	5991	40164	+	ENSACHP00000009331			protein_coding	protein_coding
ENSACHT00000019033	ENSACHG00000014389	ensembl	PVKX01017693.1	26308	27712	+	ENSACHP00000016848			protein_coding	protein_coding
ENSACHT00000011556	ENSACHG00000008636	ensembl	PVKX01017644.1	6277	20509	-	ENSACHP00000010252			protein_coding	protein_coding
ENSACHT00000012256	ENSACHG00000009166	ensembl	PVKX01017665.1	16025	30766	+	ENSACHP00000010871			protein_coding	protein_coding
ENSACHT00000011141	ENSACHG00000008320	ensembl	PVKX01017627.1	1329	2274	-	ENSACHP00000009886			protein_coding	protein_coding
ENSACHT00000011163	ENSACHG00000008336	ensembl	PVKX01017627.1	8665	9610	-	ENSACHP00000009905			protein_coding	protein_coding
ENSACHT00000011215	ENSACHG00000008354	ensembl	PVKX01017631.1	8977	18223	+	ENSACHP00000009949			protein_coding	protein_coding
ENSACHT00000011334	ENSACHG00000008410	ensembl	PVKX01017631.1	22585	39219	-	ENSACHP00000010061			protein_coding	protein_coding
ENSACHT00000012372	ENSACHG00000009229	ensembl	PVKX01017676.1	16190	41494	+	ENSACHP00000010966			protein_coding	protein_coding
ENSACHT00000012399	ENSACHG00000009229	ensembl	PVKX01017676.1	25355	41494	+	ENSACHP00000010985			protein_coding	protein_coding
ENSACHT00000012444	ENSACHG00000009334	ensembl	PVKX01017679.1	23	19897	+	ENSACHP00000011027			protein_coding	protein_coding
ENSACHT00000012484	ENSACHG00000009334	ensembl	PVKX01017679.1	23	17671	+	ENSACHP00000011057			protein_coding	protein_coding
ENSACHT00000012515	ENSACHG00000009390	ensembl	PVKX01017679.1	31410	31568	+				snRNA	snRNA
ENSACHT00000011410	ENSACHG00000008495	ensembl	PVKX01017637.1	17174	26085	+	ENSACHP00000010129			protein_coding	protein_coding
ENSACHT00000011488	ENSACHG00000008551	ensembl	PVKX01017637.1	34613	39396	-	ENSACHP00000010199			protein_coding	protein_coding
